angles,magnitud,activity
0,0,0
4.09677,12.1452,0
0.442248,15.0596,0
0.182429,0.413175,0
0.182429,0.422881,0
0.0153809,0.0139419,0
-4.29705E-06,0.0841309,0
-0.999086,-0.859673,0
0.8488,0.3616,0
0.04,3.02,0
-0.0638223,-15.3803,0
1.0564,1.21,0
0,0,0
4.08,12.74,0
0.1936,4.7124,0
0.157174,0.525265,0
0.157174,0.578319,0
0.0141809,0.00776836,0
0.0729285,0.38765,0
-1.16615,-1.71966,0
0.746582,0.366211,0
0.0625,2.40625,0
0.0375916,-12.3983,0
1.09741,1.20874,0
0,0,0
4.15625,12.875,0
0.350586,3.89062,0
0.237117,0.515671,0
0.237117,0.570117,0
0.0135498,0.00822449,0
0.101526,0.362871,0
-1.24963,-1.35257,0
0.807292,0.34375,0
0.0416667,2.58333,0
0.181804,-13.7182,0
1.07639,1.22222,0
0,0,0
4.125,12.7083,0
0.276042,4.16493,0
0.188088,0.544106,0
0.188088,0.571373,0
0.014133,0.00861274,0
0.0752134,0.354654,0
-1.13923,-1.59371,0
0.2376,0.268,0
0.28,0.2,0
1.09686,0.887106,0
2.6516,1.5316,0
0,0,0
6.56,11.56,0
6.4464,2.0864,0
0.705133,0.607707,0
0.773423,0.653672,0
0.00989336,0.0103809,0
0.257927,0.217313,0
-0.583485,-0.586499,0
0.414141,0.258035,0
0.181818,0.272727,0
1.13359,-0.644505,0
2.81451,1.5528,0
0,0,0
6.24242,11.5455,0
7.39578,1.76309,0
0.485504,0.607281,0
0.485504,0.662391,0
0.0127408,0.00918251,0
0.157419,0.254467,0
-0.775896,-0.511176,0
0.413878,0.293061,0
0.0571429,0.0857143,0
1.07967,0.252506,0
2.79265,1.6498,0
0,0,0
6.22857,11.7429,0
7.31918,2.41959,0
0.49768,0.579379,0
0.49768,0.579379,0
0.0136972,0.0129319,0
0.0951159,0.127026,0
-0.866574,-0.767536,0
0.310345,0.277051,0
0.137931,1.06897,0
0.961676,-1.30423,0
2.80024,1.61356,0
0,0,0
6.62069,11.2069,0
7.06302,2.37099,0
0.625348,0.642122,0
0.625348,0.642122,0
0.011665,0.00943556,0
0.174226,0.282999,0
-0.889956,-0.858655,0
1,0.349112,0
0,0.461538,0
0,0.921419,0
1,6.54767,0
0,0,0
10,7.48718,0
0,22.0447,0
-4.34882E-06,0.52586,0
-4.34882E-06,0.541293,0
0.0153809,0.0131208,0
-4.34882E-06,0.139027,0
0,-0.747739,0
0.757487,0.278305,0
0.135135,0.972973,0
1.36263,0.758348,0
1.07451,4.80278,0
0,0,0
9.86487,9.02703,0
0.116874,15.5939,0
0.171986,0.610974,0
0.21148,0.643513,0
0.0117286,0.0109524,0
0.171986,0.23731,0
-0.0362844,-0.594817,0
0.753099,0.308884,0
0.113636,0.386364,0
-1.14628,0.898263,0
1.06353,5.69163,0
0,0,0
9.84091,8.11364,0
0.179236,18.6462,0
0.199653,0.54657,0
0.232863,0.54657,0
0.0122333,0.0140088,0
0.153754,0.0939744,0
-0.08433,-0.8515,0
0.731864,0.324151,0
0.151515,0.0606061,0
-2.19341,0.943888,0
1.05693,6.40129,0
0,0,0
9.84848,7.63636,0
0.128558,21.1405,0
0.184709,0.527515,0
0.22899,0.527515,0
0.0113634,0.0136017,0
0.184709,0.0992848,0
-0.0569239,-0.882118,0
0.828947,1,0
0.0263158,0,0
0.818994,0,0
1.07271,1,0
0,0,0
10.1579,2,0
0.264543,0,0
0.157412,-4.34882E-06,0
0.16533,-4.34882E-06,0
0.0145801,0.0153809,0
0.0528417,-4.34882E-06,0
-0.621267,0,0
0.889793,1,0
0.0384615,0,0
-2.53725,0,0
1.05436,1,0
0,0,0
10.0769,2,0
0.109467,0,0
0.111727,-4.34882E-06,0
0.111727,-4.34882E-06,0
0.0142252,0.0153809,0
0.0707916,-4.34882E-06,0
-0.346278,0,0
0.782821,1,0
0.0508475,0,0
-0.113219,0,0
1.09135,1,0
0,0,0
10.1864,2,0
0.287274,0,0
0.193351,-4.34882E-06,0
0.207403,-4.34882E-06,0
0.0138727,0.0153809,0
0.0872858,-4.34882E-06,0
-0.434993,0,0
0.739334,1,0
0.112903,0,0
-1.73753,0,0
1.10016,1,0
0,0,0
10.1774,2,0
0.210458,0,0
0.213276,-4.34882E-06,0
0.242607,-4.34882E-06,0
0.012251,0.0153809,0
0.153099,-4.34882E-06,0
-0.132385,0,0
0.650364,1,0
0,0,0
0.999952,0,0
1.17482,1,0
0,0,0
10.4516,2,0
0.699272,0,0
0.231974,-4.34882E-06,0
0.231974,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
-0.999968,0,0
0.570248,1,0
0.0909091,0,0
-1.29163,0,0
1.19835,1,0
0,0,0
10.4545,2,0
0.61157,0,0
0.329854,-4.34882E-06,0
0.329854,-4.34882E-06,0
0.0127982,0.0153809,0
0.132293,-4.34882E-06,0
-0.551563,0,0
0.467764,1,0
0.222222,0,0
-3.76455,0,0
1.2332,1,0
0,0,0
10.5185,2,0
0.545953,0,0
0.394507,-4.34882E-06,0
0.394507,-4.34882E-06,0
0.00997962,0.0153809,0
0.23004,-4.34882E-06,0
-0.442954,0,0
0.6064,1,0
0.2,0,0
-2.9998,0,0
1.16,1,0
0,0,0
10.28,2,0
0.2816,0,0
0.28628,-4.34882E-06,0
0.32974,-4.34882E-06,0
0.0103809,0.0153809,0
0.217313,-4.34882E-06,0
-0.150205,0,0
0.6134,1,0
0.0851064,0,0
2.05439,0,0
1.14124,1,0
0,0,0
10.383,2,0
0.534178,1.42109E-14,0
0.302919,-4.29705E-06,0
0.323699,-4.29705E-06,0
0.0129476,0.0153809,0
0.1264,-4.29705E-06,0
-0.513902,0,0
0.735537,1,0
0.030303,0,0
-0.178546,0,0
1.12856,1,0
0,0,0
10.2727,2,0
0.440771,0,0
0.217632,-4.34882E-06,0
0.217632,-4.34882E-06,0
0.0144626,0.0153809,0
0.0589659,-4.34882E-06,0
-0.698947,0,0
0.594136,1,0
0.0833333,0,0
0.035698,0,0
1.17284,1,0
0,0,0
10.4167,2,0
0.576389,0,0
0.313315,-4.34882E-06,0
0.336347,-4.34882E-06,0
0.0129937,0.0153809,0
0.124563,-4.34882E-06,0
-0.472159,0,0
0.638672,1,0
0.0625,0,0
-0.828531,0,0
1.1709,1,0
0,0,0
10.375,2,0
0.546875,0,0
0.284968,-4.34882E-06,0
0.284968,-4.34882E-06,0
0.0135498,0.0153809,0
0.101526,-4.34882E-06,0
-0.599409,0,0
0.293887,0.317181,0
3.01754,0.624561,0
0.741494,1.16118,0
10.1621,1.58763,0
0,0,0
3.52982,12.9263,0
32.5702,1.52089,0
0.72901,0.526336,0
0.741721,0.59103,0
0.0104243,0.00964063,0
0.289181,0.26774,0
-0.654422,-0.283672,0
0.26467,0.326962,0
5.50763,0.5,0
0.5776,1.35669,0
10.4608,1.49218,0
0,0,0
3.87405,12.9962,0
30.6432,1.24808,0
0.751783,0.505857,0
0.783277,0.568079,0
0.00891589,0.00985188,0
0.354042,0.251297,0
-0.552337,-0.28228,0
0.288981,0.428687,0
3.84559,0.0661765,0
0.721552,0.950518,0
10.0973,1.59472,0
0,0,0
3.42647,12.9412,0
31.5608,2.32742,0
0.70494,0.429691,0
0.73961,0.449278,0
0.0114742,0.0134497,0
0.217347,0.1058,0
-0.653617,-0.691652,0
0.293935,0.33287,0
4.32692,0.361538,0
0.771851,-0.470348,0
9.9687,1.37929,0
0,0,0
3.50385,13.0077,0
31.6469,1.17686,0
0.708202,0.499717,0
0.748865,0.553936,0
0.0102066,0.0101192,0
0.28899,0.24074,0
-0.600271,-0.332048,0
0.47776,0.53792,0
0.048,0.08,0
0.933295,0.327917,0
1.24,1.19046,0
0,0,0
3.216,13.472,0
0.905344,0.697216,0
0.35947,0.342828,0
0.372735,0.366207,0
0.0139529,0.0130809,0
0.0836293,0.121059,0
-0.715077,-0.547562,0
0.512277,0.612723,0
0.0357143,0.0982143,0
0.999958,1.62215,0
1.23206,1.15784,0
0,0,0
3.30357,13.6339,0
0.87213,0.49992,0
0.336071,0.303995,0
0.336071,0.331949,0
0.0143046,0.0126131,0
0.0669057,0.139461,0
-0.791976,-0.380898,0
0.515391,0.626008,0
0.0518519,0.0592593,0
0.999958,2.6748,0
1.22694,1.1769,0
0,0,0
3.35556,13.6,0
0.821728,0.580741,0
0.344302,0.290943,0
0.344302,0.290943,0
0.0138445,0.0136387,0
0.088558,0.0976748,0
-0.722974,-0.623521,0
0.481687,0.577255,0
0.0701754,0.0964912,0
0.999959,2.56218,0
1.237,1.18529,0
0,0,0
3.29825,13.5702,0
0.840874,0.578409,0
0.369098,0.325391,0
0.369098,0.345256,0
0.0133418,0.0126565,0
0.110342,0.137795,0
-0.676746,-0.450269,0
0.462109,0.459464,0
0.0727273,0.04,0
1.21417,0.498591,0
1.28858,1.31185,0
0,0,0
4.77818,13.0945,0
1.15443,1.22742,0
0.425966,0.407181,0
0.435686,0.412491,0
0.0132734,0.0141809,0
0.113185,0.0729285,0
-0.717583,-0.820895,0
0.455139,0.389242,0
0.106719,0.173913,0
0.905714,1.42111,0
1.29355,1.31908,0
0,0,0
4.73913,13.1304,0
1.06238,1.10947,0
0.438909,0.479849,0
0.469334,0.527848,0
0.0124018,0.0108913,0
0.147478,0.200651,0
-0.54735,-0.473042,0
0.455446,0.38203,0
0.1,0.181481,0
0.644464,1.79065,0
1.31254,1.3232,0
0,0,0
4.75185,13.1222,0
1.09027,1.09988,0
0.438512,0.48561,0
0.466068,0.531681,0
0.0125684,0.0107388,0
0.141173,0.205687,0
-0.553952,-0.462097,0
0.436651,0.380361,0
0.127413,0.189189,0
0.26373,2.19331,0
1.33038,1.32677,0
0,0,0
4.76062,13.1313,0
1.06239,1.08701,0
0.456526,0.488454,0
0.473258,0.530238,0
0.0119065,0.0105872,0
0.165648,0.210644,0
-0.525256,-0.45951,0
0.33367,0.613938,0
0.11236,0.0898876,0
1.34302,0.102827,0
1.81884,1.18786,0
0,0,0
8.33708,11.8652,0
3.09986,0.611034,0
0.558211,0.356284,0
0.558211,0.376574,0
0.0122641,0.0128244,0
0.152611,0.131269,0
-0.727653,-0.490927,0
0.332724,0.468069,0
0.111111,0.259259,0
1.25755,0.0544728,0
1.81481,1.15668,0
0,0,0
8.30864,11.8642,0
3.12696,0.537113,0
0.556963,0.445241,0
0.570373,0.516609,0
0.0122944,0.00937949,0
0.151487,0.24853,0
-0.698378,-0.174556,0
0.377989,0.54023,0
0.0229885,0.195402,0
0.900567,0.919547,0
1.80935,1.14295,0
0,0,0
8.32184,11.8506,0
3.22975,0.494913,0
0.478234,0.400413,0
0.478234,0.453579,0
0.014679,0.0104677,0
0.0475259,0.214516,0
-0.908943,-0.232327,0
0.306875,0.475,0
0.2375,0.3,0
0.148095,0.931867,0
1.79234,1.18359,0
0,0,0
8.2375,11.9,0
3.08109,0.49,0
0.581283,0.426189,0
0.607159,0.527969,0
0.0110205,0.0092334,0
0.223022,0.271816,0
-0.635069,-0.0866108,0
1,0.557099,0
0,0.569444,0
0,0.695675,0
1,3.37326,0
0,0,0
10,10.375,0
0,10.7066,0
-4.34882E-06,0.428064,0
-4.34882E-06,0.436422,0
0.0153809,0.0118423,0
-4.34882E-06,0.200909,0
0,-0.806271,0
1,0.475702,0
0,0.436364,0
0.97983,0.79546,0
1,3.93355,0
0,0,0
10,10.0364,0
9.09495E-13,12.726,0
-4.29705E-06,0.493693,0
-4.29705E-06,0.508767,0
0.0153809,0.0113726,0
-4.29705E-06,0.21563,0
0,-0.734102,0
1,0.509272,0
0,0.0327869,0
0.97983,0.995462,0
1,4.62053,0
0,0,0
10,9.90164,0
9.09495E-13,14.4493,0
-4.29705E-06,0.426694,0
-4.29705E-06,0.43656,0
0.0153809,0.0143899,0
-4.29705E-06,0.0626601,0
0,-0.861226,0
1,0.503016,0
0,0.59322,0
0,1.03051,0
1,4.88796,0
0,0,0
10,10.0169,0
0,13.1353,0
-4.34882E-06,0.465048,0
-4.34882E-06,0.485453,0
0.0153809,0.0104254,0
-4.34882E-06,0.256336,0
0,-0.757632,0
0.608873,1,0
0.191489,0,0
3.01407,0,0
1.09507,1,0
0,0,0
10.2766,2,0
0.285197,1.42109E-14,0
0.284486,-4.29705E-06,0
0.337416,-4.29705E-06,0
0.0105427,0.0153809,0
0.21209,-4.29705E-06,0
-0.108064,0,0
0.525098,1,0
0.132075,0,0
1.10767,0,0
1.17515,1,0
0,0,0
10.4717,2,0
0.588822,0,0
0.355823,-4.34882E-06,0
0.39499,-4.34882E-06,0
0.0117986,0.0153809,0
0.169502,-4.34882E-06,0
-0.342968,0,0
0.529959,1,0
0.181818,0,0
-1.66658,0,0
1.1875,1,0
0,0,0
10.4091,2,0
0.469008,0,0
0.349081,-4.34882E-06,0
0.39348,-4.34882E-06,0
0.0107321,0.0153809,0
0.205907,-4.34882E-06,0
-0.211153,0,0
0.537778,1,0
0.244444,0,0
-0.520244,0,0
1.14617,1,0
0,0,0
10.3333,2,0
0.311111,0,0
0.314929,-4.34882E-06,0
0.38807,-4.34882E-06,0
0.00960926,0.0153809,0
0.241524,-4.34882E-06,0
-0.0178958,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
12,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0.985674,0,0
1,1,0
0,0,0
12,2,0
9.09495E-13,1.42109E-14,0
-4.29705E-06,-4.29705E-06,0
-4.29705E-06,-4.29705E-06,0
0.0153809,0.0153809,0
-4.29705E-06,-4.29705E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
12,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
12,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.562778,1,0
0.15,0,0
0.99995,0,0
1.16,1,0
0,0,0
11.6167,2,0
0.469722,0,0
0.331208,-4.34882E-06,0
0.375956,-4.34882E-06,0
0.0113965,0.0153809,0
0.183572,-4.34882E-06,0
-0.223789,0,0
0.625679,1,0
0.133333,0,0
-3.72493,0,0
1.09877,1,0
0,0,0
11.6889,2,0
0.392099,0,0
0.294988,-4.34882E-06,0
0.321074,-4.34882E-06,0
0.0117697,0.0153809,0
0.170528,-4.34882E-06,0
-0.410275,0,0
0.606435,1,0
0.135593,0,0
-4.02454,0,0
1.10457,1,0
0,0,0
11.661,2,0
0.427463,0,0
0.308327,-4.34882E-06,0
0.33051,-4.34882E-06,0
0.0117181,0.0153809,0
0.172355,-4.34882E-06,0
-0.470186,0,0
0.572016,1,0
0.185185,0,0
-1.05427,0,0
1.1262,1,0
0,0,0
11.6667,2,0
0.37037,0,0
0.315887,-4.34882E-06,0
0.37001,-4.34882E-06,0
0.0106655,0.0153809,0
0.20809,-4.34882E-06,0
-0.123286,0,0
0.283549,0.314703,0
1.76294,0.258856,0
0.863065,0.41501,0
7.52704,1.24688,0
0,0,0
4.53134,12.8856,0
26.1629,0.728048,0
0.728191,0.467595,0
0.739758,0.545508,0
0.0103405,0.00938557,0
0.251485,0.248345,0
-0.687186,-0.170421,0
0.270811,0.313914,0
2.68195,0.260745,0
0.706982,0.154825,0
7.31714,1.24749,0
0,0,0
4.69914,12.8854,0
25.3254,0.726119,0
0.746291,0.467864,0
0.757829,0.546181,0
0.0100145,0.0093572,0
0.271434,0.249205,0
-0.667356,-0.168102,0
0.30073,0.4389,0
1.26975,0.0790191,0
0.834299,0.654914,0
7.89035,1.24479,0
0,0,0
4.17984,12.8474,0
27.163,0.897698,0
0.683857,0.391739,0
0.707722,0.415338,0
0.0127018,0.0131066,0
0.157267,0.120016,0
-0.788986,-0.595603,0
0.279746,0.308139,0
1.70655,0.273504,0
0.817188,0.319215,0
8.16903,1.24691,0
0,0,0
4.57265,12.8832,0
26.0246,0.712851,0
0.731286,0.469394,0
0.753514,0.551697,0
0.0101709,0.0091715,0
0.256552,0.254798,0
-0.714059,-0.148895,0
0.309764,0.397307,0
1.07186,0.152695,0
0.944021,1.02544,0
11.1097,1.23493,0
0,0,0
2.58084,12.7695,0
38.9407,0.794157,0
0.601592,0.426855,0
0.607804,0.472497,0
0.0134286,0.0113378,0
0.123334,0.185589,0
-0.823898,-0.369554,0
0.265,0.376934,0
2.99063,0.18125,0
0.735346,0.762251,0
11.3675,1.23663,0
0,0,0
2.99062,12.775,0
36.6637,0.768125,0
0.66997,0.438399,0
0.691246,0.492909,0
0.0114536,0.0107434,0
0.217943,0.205536,0
-0.666372,-0.300636,0
0.27002,0.460986,0
2.9528,0.0737463,0
0.730645,0.63814,0
11.2837,1.23642,0
0,0,0
3.0531,12.7581,0
36.8183,0.867744,0
0.662012,0.379256,0
0.684469,0.401221,0
0.0119443,0.0132462,0
0.196548,0.114308,0
-0.671792,-0.605953,0
0.264434,0.381113,0
3.59063,0.175,0
0.693164,0.203609,0
11.2153,1.23936,0
0,0,0
3.07812,12.775,0
36.2805,0.774375,0
0.669059,0.436235,0
0.694742,0.488474,0
0.0114499,0.0108691,0
0.21867,0.201385,0
-0.620939,-0.31384,0
0.15813,0.622548,0
0.25,0.139474,0
0.93578,0.764108,0
4.93443,1.49089,0
0,0,0
8.34474,11.5395,0
14.8048,1.79055,0
0.890378,0.382216,0
0.895123,0.401074,0
0.0119838,0.0130962,0
0.168032,0.129913,0
-0.835885,-0.575678,0
0.138097,0.555789,0
1.33795,0.512465,0
0.643928,0.438874,0
4.96765,1.49862,0
0,0,0
8.54017,11.5762,0
13.7221,1.44087,0
0.922229,0.410593,0
0.998402,0.489767,0
0.00996083,0.00957261,0
0.292632,0.301842,0
-0.706337,-0.181521,0
0.149792,0.576371,0
1.23421,0.423684,0
0.674453,0.579624,0
4.78318,1.47579,0
0,0,0
8.54474,11.6026,0
13.7796,1.47631,0
0.89196,0.398642,0
0.960093,0.471547,0
0.011139,0.0101707,0
0.246582,0.272295,0
-0.753056,-0.262577,0
0.13819,0.567084,0
1.19391,0.470914,0
0.699347,0.636132,0
4.62101,1.47963,0
0,0,0
8.52909,11.5789,0
13.8558,1.47922,0
0.930876,0.402562,0
0.99657,0.475654,0
0.0100143,0.00970425,0
0.292449,0.291181,0
-0.703568,-0.243251,0
0.514053,0.913133,0
0.0128205,0.0192308,0
1.16147,1.51988,0
1.23812,1.03698,0
0,0,0
9.23077,11.9295,0
0.933925,0.116823,0
0.315124,0.0928272,0
0.315124,0.0981389,0
0.0149854,0.0147915,0
0.029781,0.0412624,0
-0.907206,-0.486198,0
0.460452,0.94635,0
0.062069,0.0275862,0
0.770083,-1379320000,0
1.24,1,0
0,0,0
9.1931,11.9724,0
0.900642,0.0268252,0
0.374664,0.0548205,0
0.393178,0.0548205,0
0.0135616,0.0145426,0
0.101018,0.0548205,0
-0.658928,19110.1,0
0.483893,0.916361,0
0.0434783,0.0434783,0
0.442058,-25.1496,0
1.23379,1.00617,0
0,0,0
9.2236,11.9565,0
0.906524,0.0415879,0
0.354144,0.0776627,0
0.361884,0.0854023,0
0.0140812,0.0140812,0
0.0776627,0.0776627,0
-0.762614,-0.964523,0
0.485519,0.922256,0
0.0469799,0.0402685,0
0.180025,-20.1376,0
1.22918,1.00667,0
0,0,0
9.24161,11.9597,0
0.894644,0.0386469,0
0.355737,0.0732987,0
0.355737,0.0811739,0
0.0139817,0.0141731,0
0.0823009,0.0732987,0
-0.784412,-0.68861,0
0.820602,0.76929,0
0.0277778,0.291667,0
1.94932,0.598972,0
1.08777,2.21219,0
0,0,0
9.83333,11.2639,0
0.277778,5.52759,0
0.16376,0.24628,0
0.16376,0.24628,0
0.0145369,0.0133253,0
0.0551165,0.129813,0
-0.623397,-0.877985,0
0.759083,0.781574,0
0.0882353,0.558824,0
1.63689,0.075311,0
1.09234,1.82699,0
0,0,0
9.82353,11.3235,0
0.233564,4.68945,0
0.206311,0.236964,0
0.230698,0.236964,0
0.0128668,0.0124005,0
0.1296,0.186677,0
-0.205309,-0.94279,0
0.826489,0.754667,0
0.0533333,0.16,0
2.89055,0.795654,0
1.08462,2.23982,0
0,0,0
9.86667,11.2267,0
0.195556,5.58862,0
0.162379,0.268699,0
0.162379,0.268699,0
0.0138031,0.0137864,0
0.0904181,0.103439,0
-0.403507,-0.851614,0
0.758651,0.756488,0
0.0882353,0.323529,0
0.451579,1.19551,0
1.08045,2.35381,0
0,0,0
9.82353,11.3824,0
0.233564,4.05969,0
0.206311,0.266101,0
0.232869,0.266101,0
0.0128668,0.0128127,0
0.1296,0.153987,0
-0.203052,-0.595023,0
0.903889,0.843333,0
0.05,0.0666667,0
4.05034,0.324306,0
1.01639,1.12333,0
0,0,0
10.05,2.13333,0
0.0475,0.248889,0
0.0862054,0.158945,0
0.100023,0.158945,0
0.0138965,0.0134364,0
0.0862054,0.106363,0
-0.084249,-0.416201,0
0.968262,0.877731,0
0.016129,0.0645161,0
66287.5,0.242039,0
1,1.1064,0
0,0,0
10.0161,2.09677,0
0.0158689,0.184183,0
0.0358488,0.119634,0
0.0358488,0.119634,0
0.014885,0.0134948,0
0.0358488,0.103882,0
10423.9,-0.414809,0
0.926294,0.950649,0
0.0126582,0,0
3.05171,0.999873,0
1.02468,1.02468,0
0,0,0
10.0633,2.05063,0
0.109918,0.0987021,0
0.0806027,0.0512659,0
0.0806027,0.0512659,0
0.0149903,0.0153809,0
0.0294743,-4.34882E-06,0
-0.816112,-0.996931,0
0.921476,0.921476,0
0.0405405,0.0405405,0
-2.08308,2.01335,0
1.0263,1.01333,0
0,0,0
10.0405,2.06757,0
0.038897,0.144083,0
0.0736729,0.0848754,0
0.0848754,0.0848754,0
0.0141653,0.0141653,0
0.0736729,0.0736729,0
-0.0371672,-1.43812,0
0.413678,1,0
0.313433,0,0
0.527032,0,0
1.18935,1,0
0,0,0
11.5075,2,0
0.429049,0,0
0.385496,-4.34882E-06,0
0.47969,-4.34882E-06,0
0.00865609,0.0153809,0
0.270044,-4.34882E-06,0
-0.0214084,0,0
0.417388,1,0
0.279412,0,0
1.2921,0,0
1.20134,1,0
0,0,0
11.4853,2,0
0.485078,0,0
0.396537,-4.34882E-06,0
0.479125,-4.34882E-06,0
0.00908896,0.0153809,0
0.257266,-4.34882E-06,0
-0.0670688,0,0
0.46135,1,0
0.104478,0,0
1.64917,0,0
1.2299,1,0
0,0,0
11.3284,2,0
0.787703,0,0
0.388209,-4.34882E-06,0
0.41535,-4.34882E-06,0
0.012457,0.0153809,0
0.145398,-4.34882E-06,0
-0.493943,0,0
0.447176,1,0
0.30137,0,0
0.119512,0,0
1.17114,1,0
0,0,0
11.5616,2,0
0.383186,0,0
0.363104,-4.34882E-06,0
0.453821,-4.34882E-06,0
0.00880129,0.0153809,0
0.265788,-4.34882E-06,0
-0.0127931,0,0
0.600416,1,0
0.225806,0,0
-0.00463305,0,0
1.11238,1,0
0,0,0
11.7419,2,0
0.223725,0,0
0.266017,-4.34882E-06,0
0.333988,-4.34882E-06,0
0.0099178,0.0153809,0
0.231974,-4.34882E-06,0
-2.89107E-05,0,0
0.841425,1,0
0.0847458,0,0
1.70225,0,0
1.04826,1,0
0,0,0
11.9153,2,0
0.0775639,0,0
0.126028,-4.34882E-06,0
0.150793,-4.34882E-06,0
0.012957,0.0153809,0
0.126028,-4.34882E-06,0
-0.0256632,0,0
0.845203,1,0
0.0655738,0,0
0.298826,0,0
1.04676,1,0
0,0,0
11.9016,2,0
0.121473,1.42109E-14,0
0.140944,-4.29705E-06,0
0.160679,-4.29705E-06,0
0.0134661,0.0153809,0
0.105106,-4.29705E-06,0
-0.112818,0,0
0.638333,1,0
0.216667,0,0
2.0095,0,0
1.11556,1,0
0,0,0
11.7833,2,0
0.169722,0,0
0.226978,-4.34882E-06,0
0.289669,-4.34882E-06,0
0.010077,0.0153809,0
0.226978,-4.34882E-06,0
-0.0630141,0,0
0.348378,0.375892,0
0.172414,0.152299,0
1.63392,1.39232,0
1.62551,1.249,0
0,0,0
6.2931,13.0948,0
2.04555,0.838709,0
0.581651,0.438165,0
0.614869,0.482572,0
0.0109219,0.0113464,0
0.199633,0.185294,0
-0.535309,-0.386454,0
0.347677,0.362663,0
0.175758,0.172727,0
1.79303,1.38955,0
1.6381,1.24889,0
0,0,0
6.25455,13.1,0
2.10795,0.817273,0
0.587304,0.446245,0
0.618963,0.496831,0
0.0108538,0.0109155,0
0.201894,0.199847,0
-0.532445,-0.33776,0
0.385571,0.38808,0
0.0764706,0.135294,0
1.18663,0.46387,0
1.56722,1.24688,0
0,0,0
6.06471,13.1,0
2.16405,0.854706,0
0.515997,0.429896,0
0.536729,0.470396,0
0.0131739,0.0117249,0
0.117278,0.172114,0
-0.739187,-0.426937,0
0.332764,0.370266,0
0.190909,0.163636,0
0.100461,-0.429413,0
1.49184,1.24379,0
0,0,0
6.5,13.1091,0
2.03288,0.824463,0
0.594741,0.442203,0
0.635318,0.488291,0
0.0105539,0.011104,0
0.211727,0.193535,0
-0.535558,-0.370811,0
0.403566,0.42642,0
1.42763,0.144737,0
0.197993,0.0164511,0
2.3289,1.22074,0
0,0,0
8.63816,13.3158,0
3.95529,0.75554,0
0.493709,0.411086,0
0.515276,0.453607,0
0.0123362,0.0115125,0
0.191109,0.179559,0
-0.744868,-0.380653,0
0.406091,0.401811,0
1.97778,0.192593,0
-5.77128,-0.996601,0
1.27567,1.21147,0
0,0,0
9.37037,13.3333,0
2.14519,0.696296,0
0.485295,0.425033,0
0.509858,0.47898,0
0.0116069,0.0105215,0
0.227324,0.212778,0
-1.00715,-0.283687,0
0.393352,0.438885,0
1.47368,0.118421,0
-0.89794,-0.57959,0
1.64128,1.22074,0
0,0,0
9.68421,13.2895,0
3.08449,0.797784,0
0.524494,0.402323,0
0.560153,0.432705,0
0.0116586,0.0121184,0
0.223389,0.157973,0
-0.591724,-0.486254,0
0.348323,0.432322,0
1.68794,0.134752,0
-0.140901,0.170213,0
1.69001,1.22222,0
0,0,0
9.23404,13.3121,0
3.07057,0.767869,0
0.553539,0.40714,0
0.589455,0.446967,0
0.0104028,0.0117373,0
0.285975,0.171677,0
-0.490501,-0.406212,0
0.248097,0.318305,0
0.220588,0.135294,0
0.088891,0.708241,0
1.58106,1.4436,0
0,0,0
12.1676,11.8706,0
2.16895,1.62443,0
0.651198,0.575152,0
0.714837,0.615643,0
0.0105996,0.0117249,0
0.227185,0.172114,0
-0.546992,-0.566128,0
0.201238,0.235189,0
0.433437,0.374613,0
0.153017,-0.400877,0
1.59947,1.43537,0
0,0,0
12.1424,11.8483,0
2.06021,1.32993,0
0.682064,0.605336,0
0.819867,0.713108,0
0.00865095,0.00805967,0
0.316613,0.287219,0
-0.354054,-0.319568,0
0.23728,0.250977,0
0.353293,0.335329,0
1.01468,-0.290953,0
1.61071,1.43369,0
0,0,0
12.1916,11.8802,0
2.10101,1.37488,0
0.643962,0.59344,0
0.765214,0.687973,0
0.00996206,0.00841575,0
0.271881,0.277023,0
-0.44545,-0.38179,0
0.213646,0.249201,0
0.422222,0.346032,0
1.67914,-0.163269,0
1.5983,1.43664,0
0,0,0
12.2064,11.8571,0
1.92885,1.37959,0
0.665521,0.586176,0
0.799282,0.685358,0
0.00874474,0.00830918,0
0.312641,0.280092,0
-0.356068,-0.392871,0
0.331449,0.663294,0
0.0451128,0.0451128,0
0.609627,0.389114,0
1.53932,1.17231,0
0,0,0
9.86466,12.1654,0
2.07191,0.619255,0
0.530209,0.30557,0
0.530209,0.31462,0
