angles,magnitude,activity
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.5,1,0
0.5,0,0
4.9998,0,0
1.25,1,0
0,0,0
7.5,2,0
0.25,0,0
0.301021,-4.34882E-06,0
0.301021,-4.34882E-06,0
0.00756836,0.0153809,0
0.301021,-4.34882E-06,0
-1,0,0
0.16,0.27,0
4.55,3.35,0
-0.261781,1.04986,0
4.4475,5.01,0
0,0,0
5.35,5.55,0
9.7275,14.3475,0
0.789249,0.668252,0
0.838088,0.668252,0
0.00624023,0.00795898,0
0.502985,0.397052,0
-0.914687,-1.70528,0
0.265306,0.44898,0
4.14286,1.28571,0
-0.0958159,0.984657,0
4.78061,5.65816,0
0,0,0
6,5,0
10.551,18,0
0.667364,0.44666,0
0.667364,0.48966,0
0.0113949,0.0098005,0
0.221103,0.284874,0
-0.825808,-0.730931,0
0.356009,0.505669,0
2.33333,0.047619,0
0.34873,0.954927,0
4.58277,6.28345,0
0,0,0
5.95238,5.19048,0
10.585,20.5351,0
0.542125,0.391695,0
0.542125,0.391695,0
0.0139636,0.0139636,0
0.0831344,0.0831344,0
-0.907162,-0.943573,0
0.244444,0.475556,0
1.26667,2.2,0
0.879665,0.437115,0
2.66222,5.38222,0
0,0,0
5.8,4.33333,0
4.69333,13.0222,0
0.646969,0.469266,0
0.646969,0.469266,0
0.0101031,0.0101031,0
0.272596,0.272596,0
-0.629683,-0.526839,0
0.406528,0.148832,0
2.328,1.38,0
0.720625,0.737845,0
5.1236,4.26534,0
0,0,0
2.848,7.54,0
14.3079,11.3284,0
0.601596,0.845363,0
0.663037,0.923768,0
0.00904886,0.00803986,0
0.355602,0.389048,0
-0.473956,-0.455605,0
0.399372,0.156878,0
5.2735,1.42308,0
0.247006,0.710501,0
5.02951,4.23291,0
0,0,0
3.25641,7.60256,0
9.71612,11.3335,0
0.598129,0.827422,0
0.684627,0.896089,0
0.00783546,0.00826806,0
0.435817,0.381248,0
-0.346945,-0.465873,0
0.435755,0.230996,0
4.91235,0.366534,0
0.31222,0.917904,0
5.52986,4.00919,0
0,0,0
3.1753,7.75299,0
11.2518,11.8752,0
0.543659,0.695257,0
0.616696,0.714317,0
0.011059,0.0130401,0
0.263785,0.14453,0
-0.499646,-0.776558,0
0.394623,0.153481,0
5.2265,1.35897,0
0.241243,0.809149,0
5.51708,4.00066,0
0,0,0
3.25214,7.57265,0
10.3827,11.2618,0
0.605002,0.827105,0
0.685234,0.901435,0
0.00787027,0.0080917,0
0.428776,0.378859,0
-0.37498,-0.469738,0
0.870949,0.810148,0
0.344538,0.12605,0
-0.0904186,0.610072,0
1.33523,1.23708,0
0,0,0
4.10084,2.2521,0
0.401596,0.717958,0
0.144422,0.205532,0
0.156621,0.22625,0
0.0138736,0.0137456,0
0.0966035,0.110759,0
-0.228878,-0.487016,0
0.841374,0.714758,0
0.47807,0.482456,0
-0.120043,-0.0470867,0
1.46599,1.31415,0
0,0,0
4.10965,2.27193,0
0.536223,0.478686,0
0.179935,0.259737,0
0.194774,0.302207,0
0.0134374,0.0111091,0
0.123281,0.247817,0
-0.188921,-0.0512302,0
0.870284,0.710089,0
0.248945,0.396624,0
0.587547,0.184626,0
1.58313,1.29497,0
0,0,0
4.14768,2.29536,0
1.78914,0.64694,0
0.153655,0.2738,0
0.165721,0.317625,0
0.0139922,0.0111615,0
0.0876952,0.241352,0
-0.485413,-0.0854914,0
0.857012,0.71387,0
0.215859,0.453745,0
0.3903,-0.0825349,0
1.04335,1.21161,0
0,0,0
4.05727,2.2511,0
0.265443,0.390693,0
0.156597,0.249776,0
0.171851,0.29602,0
0.0135645,0.0109944,0
0.10744,0.249776,0
-0.281144,-0.0354043,0
0.239796,0.32398,0
0.428571,0.535714,0
1.35269,0.939292,0
2.31633,2.76531,0
0,0,0
7.42857,3.89286,0
4.53061,6.52423,0
0.685641,0.627756,0
0.724444,0.688057,0
0.00824598,0.011355,0
0.321394,0.2426,0
-0.565644,-0.846248,0
0.211735,0.211735,0
1.46429,0.821429,0
0.950818,0.779988,0
2.45281,2.78571,0
0,0,0
7.53571,3.96429,0
3.53444,6.53444,0
0.657754,0.732606,0
0.788248,0.827171,0
0.00649215,0.00625299,0
0.460713,0.413842,0
-0.525739,-0.55633,0
0.193572,0.330899,0
0.891892,0.567568,0
0.453778,0.817476,0
2.13806,2.62893,0
0,0,0
7.32432,3.48649,0
3.24617,6.14171,0
0.666329,0.576011,0
0.802628,0.660537,0
0.00812191,0.00791647,0
0.381452,0.352836,0
-0.544859,-0.52076,0
0.215278,0.284722,0
1.33333,1,0
-1.15226,0.278683,0
2.02604,2.27083,0
0,0,0
7.16667,3.16667,0
2.97222,3.30556,0
0.691656,0.556054,0
0.776374,0.642553,0
0.00626628,0.00583225,0
0.46691,0.439234,0
-0.512988,-0.48644,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0.555556,0
0,0,0
0,0.999958,0
1,1.22222,0
0,0,0
10,9.33333,0
0,0.888889,0
-4.34882E-06,0.276426,0
-4.34882E-06,0.276426,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,-0.999992,0
0.5,0.5,0
2,4.5,0
20000000000,0,0
1,1,0
0,0,0
7,3.5,0
1,2.25,0
0.301021,0.301021,0
0.301021,0.301021,0
0.00756836,0.00756836,0
0.301021,0.301021,0
505649,505649,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.5,1,0
0,0,0
0.99996,0,0
1.25,1,0
0,0,0
7,2,0
1,0,0
0.301021,-4.34882E-06,0
0.301021,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
-1,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.555556,1,0
0,0,0
0.999958,0,0
1.22222,1,0
0,0,0
7.33333,2,0
0.888889,0,0
0.276426,-4.34882E-06,0
0.276426,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
-0.999992,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.135802,0.160494,0
3.27778,0.611111,0
-0.721466,1.38341,0
2.83951,3.60802,0
0,0,0
8.5,8.38889,0
5.94136,8.90432,0
0.740905,0.8017,0
0.908131,0.847768,0
0.00641095,0.00698966,0
0.440316,0.371055,0
-0.885716,-0.849816,0
0.180556,0.111111,0
1.41667,1.25,0
1.2618,0.999989,0
2.90972,4.35417,0
0,0,0
8.41667,6.91667,0
5.90972,10.7431,0
0.740251,0.859523,0
0.790419,0.978795,0
0.00518121,0.00648329,0
0.467964,0.398855,0
-0.952467,-1.18353,0
0.0991736,0.11157,0
3.31818,1.45455,0
-1.44748,0.62328,0
2.65289,4.01653,0
0,0,0
9.04545,7.18182,0
5.86157,11.876,0
0.798151,0.904522,0
1.05837,1.01397,0
0.00498571,0.00582507,0
0.514172,0.486805,0
-0.717534,-0.562313,0
0.209877,0.160494,0
7,1.44444,0
0.289471,0.142854,0
5.22222,2.55556,0
0,0,0
8.77778,9,0
5.11111,7.11111,0
0.72828,0.72828,0
0.72828,0.820421,0
0.00419259,0.0061216,0
0.569249,0.419065,0
-0.907369,-1.41711,0
0.194646,0.152721,0
5.60748,0.46729,0
0.689889,0.566174,0
11.0357,2.49725,0
0,0,0
6.30841,8.58878,0
34.7588,5.22343,0
0.768189,0.88271,0
0.845043,0.952971,0
0.00865197,0.00871543,0
0.386575,0.309139,0
-0.45031,-0.508287,0
0.177904,0.149712,0
7.02415,0.666667,0
0.663434,0.407811,0
11.105,2.42762,0
0,0,0
6.657,8.65701,0
33.5443,4.81472,0
0.789001,0.891702,0
0.88101,0.963472,0
0.00732568,0.00803311,0
0.447632,0.356589,0
-0.376586,-0.469594,0
0.225079,0.225034,0
4.65238,0.271429,0
0.832059,0.837307,0
11.2363,2.34651,0
0,0,0
5.46191,8.7,0
36.3411,5.22905,0
0.729961,0.758047,0
0.791299,0.781761,0
0.0102398,0.0122396,0
0.290438,0.190075,0
-0.530722,-0.73751,0
0.183479,0.147371,0
6.72414,0.64532,0
0.797288,0.978414,0
11.0366,2.37038,0
0,0,0
6.46798,8.5665,0
33.4139,5.17169,0
0.789705,0.887558,0
0.874016,0.972989,0
0.00816384,0.00823664,0
0.414128,0.354552,0
-0.404577,-0.487228,0
0.57125,0.40715,0
0.585,0.17,0
0.724417,0.852713,0
2.3971,2.52778,0
0,0,0
4.055,3.74,0
4.65798,5.7024,0
0.415068,0.542195,0
0.428299,0.568785,0
0.0135973,0.0122652,0
0.113211,0.173127,0
-0.693673,-0.672411,0
0.472105,0.330214,0
2.2033,0.807692,0
0.0715511,0.644949,0
2.13033,2.50115,0
0,0,0
4.36813,3.75275,0
2.39745,5.09821,0
0.501874,0.636367,0
0.559643,0.742545,0
0.00994579,0.00847594,0
0.282511,0.367218,0
-0.303917,-0.321191,0
0.456254,0.3297,0
2.27461,0.792746,0
0.102013,0.710654,0
2.08475,2.50426,0
0,0,0
4.3886,3.76684,0
2.49666,5.23579,0
0.515352,0.646788,0
0.574765,0.741944,0
0.00986729,0.00867095,0
0.285779,0.360485,0
-0.309544,-0.31436,0
0.476279,0.322714,0
1.94118,0.764706,0
0.244362,0.846682,0
2.10401,2.39529,0
0,0,0
4.30481,3.81283,0
2.94386,5.24304,0
0.508096,0.644091,0
0.558195,0.731193,0
0.0104104,0.00872318,0
0.262978,0.35641,0
-0.354895,-0.357565,0
0.15879,0.619093,0
0.336957,0.586957,0
1.3202,0.965615,0
2.01831,1.63268,0
0,0,0
6.96739,2.73913,0
3.70546,2.77977,0
0.79374,0.390013,0
0.876475,0.427983,0
0.00902674,0.0111312,0
0.28694,0.258967,0
-0.515914,-0.667524,0
0.110079,0.530844,0
0.873418,0.987342,0
1.38674,0.711108,0
2.01458,1.83256,0
0,0,0
6.72152,2.88608,0
3.3908,3.03765,0
0.823037,0.464361,0
1.0261,0.515359,0
0.00644299,0.00934216,0
0.423518,0.351177,0
-0.290683,-0.395183,0
0.122188,0.588125,0
0.6875,0.45,0
1.01249,0.734834,0
1.99938,1.99,0
0,0,0
6.5875,2.8,0
3.49234,3.36,0
0.812051,0.421426,0
1.01627,0.465475,0
0.00709473,0.0108984,0
0.390776,0.256103,0
-0.272423,-0.453763,0
0.101029,0.522011,0
0.831169,0.831169,0
0.129014,0.357944,0
2.02884,2.13274,0
0,0,0
6.75325,2.85714,0
3.38067,2.79777,0
0.822858,0.466951,0
1.05482,0.507462,0
0.00623092,0.00951984,0
0.413582,0.33041,0
-0.223656,-0.301923,0
0.744898,0.642857,0
0.0714286,0,0
0.311461,0.999986,0
1.31122,2.94388,0
0,0,0
9.5,8.71429,0
1.53571,7.77551,0
0.221102,0.284874,0
0.221102,0.284874,0
0.0133082,0.0153809,0
0.111743,-4.34882E-06,0
-0.999545,-0.999752,0
0.401235,0.401235,0
0.666667,1.5,0
0.999979,0.864199,0
1.95062,4.6821,0
0,0,0
8.55556,6.94444,0
3.02469,12.608,0
0.426025,0.426025,0
0.472093,0.472093,0
0.0110406,0.0110406,0
0.195668,0.195668,0
-0.33568,-0.854167,0
0.62963,0.62963,0
0.444444,1,0
1.64282,0.999988,0
1.69136,3.76543,0
0,0,0
9.33333,8.55556,0
1.77778,7.80247,0
0.296931,0.296931,0
0.296931,0.296931,0
0.0122944,0.0122944,0
0.151487,0.151487,0
-0.446426,-2.49325,0
0.46875,0.34375,0
0,0.125,0
0.999977,0.999989,0
1.73438,4.48438,0
0,0,0
8.75,6.875,0
2.9375,12.8594,0
0.390963,0.526785,0
0.390963,0.526785,0
0.0153809,0.0119629,0
-4.34882E-06,0.163621,0
-0.999916,-1.98038,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.219388,0.683674,0
2.10714,0.107143,0
0.129082,2.01193,0
1.82015,1.10587,0
0,0,0
10.8929,10.1071,0
3.24872,0.381378,0
0.712632,0.285574,0
0.771863,0.307072,0
0.0075285,0.0123914,0
0.342944,0.147868,0
-0.723064,-0.490282,0
0.2384,0.7216,0
2.16,0.04,0
-0.590899,1.78115,0
1.88,1.1536,0
0,0,0
10.56,10.2,0
3.2544,0.48,0
0.729812,0.230008,0
0.76298,0.230008,0
0.00943086,0.0141809,0
0.28628,0.0729285,0
-0.783989,-0.769968,0
0.437778,0.82,0
0.133333,0,0
0.888868,0.999933,0
1.6,1.09,0
0,0,0
10.4,10.2,0
2.26667,0.36,0
0.458965,0.141173,0
0.499098,0.141173,0
0.0117698,0.0153809,0
0.170528,-4.34882E-06,0
-0.566565,-0.999781,0
0.347051,0.862826,0
1.96296,0,0
0.413036,0.999924,0
2.4513,1.06859,0
0,0,0
11,10.1481,0
2.24143,0.274348,0
0.595647,0.114668,0
0.595647,0.114668,0
0.010494,0.0153809,0
0.248331,-4.34882E-06,0
-0.711595,-0.9996,0
0.128355,0.146352,0
5.54348,1.30435,0
0.577984,0.700908,0
8.23244,3.74752,0
0,0,0
7.16957,7.96522,0
24.3577,9.00749,0
0.908596,0.908098,0
1.02887,1.02971,0
0.00710817,0.00749156,0
0.472987,0.423286,0
-0.432824,-0.411639,0
0.123851,0.133196,0
5.50698,1.69767,0
0.652331,0.675731,0
8.30457,3.82574,0
0,0,0
7.21861,7.97674,0
24.2376,8.50644,0
0.922066,0.893819,0
1.04592,1.06119,0
0.00665385,0.00643075,0
0.493343,0.489605,0
-0.412213,-0.357701,0
0.182674,0.202934,0
3.2511,0.651982,0
0.86598,0.915271,0
8.69206,3.65198,0
0,0,0
5.87665,8.06167,0
26.9506,9.61734,0
0.821788,0.804803,0
0.875971,0.891403,0
0.0109883,0.0105371,0
0.25635,0.282577,0
-0.658273,-0.632246,0
0.124588,0.136504,0
5.94118,1.56561,0
0.681592,0.78975,0
8.88723,3.47509,0
0,0,0
7.1629,8.0543,0
24.532,8.62149,0
0.918604,0.908487,0
1.04315,1.04887,0
0.00670155,0.00635796,0
0.483568,0.478801,0
-0.411735,-0.424611,0
0.437365,0.30621,0
0.241228,0.0789474,0
0.849366,0.976454,0
2.80538,2.6775,0
0,0,0
5.23246,4.90351,0
6.40403,6.63104,0
0.585819,0.572378,0
0.610909,0.584623,0
0.0125206,0.0144443,0
0.157584,0.0701739,0
-0.701215,-0.907045,0
0.379218,0.229119,0
1.09677,0.663594,0
0.214211,0.892603,0
2.79456,2.71658,0
0,0,0
5.10599,4.94931,0
4.24222,6.04812,0
0.614991,0.68131,0
0.68727,0.766702,0
0.00896747,0.00954616,0
0.328829,0.311479,0
-0.426011,-0.585845,0
0.368069,0.239316,0
1.11538,0.559829,0
0.390939,0.93399,0
2.9857,2.74836,0
0,0,0
5.12393,4.97863,0
5.6596,6.32006,0
0.650651,0.679533,0
0.718342,0.748864,0
0.00933415,0.0099003,0
0.316538,0.294999,0
-0.508225,-0.636177,0
0.382249,0.241773,0
1,0.522936,0
0.386323,0.898245,0
2.71924,2.75838,0
0,0,0
5.20183,4.94495,0
5.11523,6.3089,0
0.615289,0.670463,0
0.681248,0.743276,0
0.00934969,0.00990665,0
0.31626,0.288544,0
-0.532612,-0.5926,0
0.251701,0.414966,0
0.190476,1.71429,0
0.78274,0.55633,0
1.6576,2.93197,0
0,0,0
7.52381,3.71429,0
2.24943,6.01361,0
0.659,0.489266,0
0.698487,0.546601,0
0.0105623,0.0105623,0
0.211455,0.211455,0
-0.605915,-0.512021,0
0.395062,0.54321,0
0.333333,0.555556,0
0.499983,0.79709,0
1.44444,2.91667,0
0,0,0
7.33333,3.55556,0
1.22222,7.02469,0
0.42469,0.417288,0
0.505537,0.417288,0
0.0108477,0.012198,0
0.241736,0.184931,0
-0.762932,-0.708937,0
0.270833,0.65625,0
0.375,0,0
-0.466227,0.999983,0
1.53993,2.32639,0
0,0,0
7.20833,3.16667,0
1.5816,5.30556,0
0.577767,0.267508,0
0.671138,0.267508,0
0.00925022,0.0153809,0
0.293125,-4.34882E-06,0
-0.542709,-0.999591,0
0.234375,0.5,0
0.5,0.5625,0
-0.999976,0.999985,0
1.6875,2.8125,0
0,0,0
7.125,3.6875,0
1.73438,7.21484,0
0.618606,0.450512,0
0.69198,0.450512,0
0.00817871,0.0135498,0
0.337634,0.101526,0
-0.606514,-0.874158,0
0.82,0.82,0
0.4,1.6,0
-7999990000,-16000000000,0
1,1,0
0,0,0
9.8,9.6,0
0.36,1.44,0
0.141173,0.141173,0
0.141173,0.141173,0
0.0125684,0.0125684,0
0.141173,0.141173,0
82510.4,82510.4,0
0.722222,0.722222,0
0.166667,0,0
-2.59987,0.999987,0
1.13889,3.22222,0
0,0,0
9.5,8.66667,0
1.25,8.88889,0
0.195668,0.195668,0
0.195668,0.195668,0
0.0110406,0.0153809,0
0.195668,-4.34882E-06,0
-3.93335,-0.999929,0
0.847222,0.847222,0
0.0833333,0,0
1.5454,0.999982,0
1.30556,2.22222,0
0,0,0
9.75,9.33333,0
0.6875,4.88889,0
0.124563,0.124563,0
0.124563,0.124563,0
0.0129937,0.0153809,0
0.124563,-4.34882E-06,0
-2.90118,-0.999683,0
1,0.82,0
0,1.6,0
0,0.999983,0
1,2.44,0
0,0,0
10,9.6,0
0,1.44,0
-4.34882E-06,0.141173,0
-4.34882E-06,0.141173,0
0.0153809,0.0125684,0
-4.34882E-06,0.141173,0
0,-0.324117,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.5,1,0
0.5,0,0
10000000000,0,0
1,1,0
0,0,0
6.5,2,0
0.25,0,0
0.301021,-4.34882E-06,0
0.301021,-4.34882E-06,0
0.00756836,0.0153809,0
0.301021,-4.34882E-06,0
505649,0,0
0.5,1,0
0.5,0,0
10000000000,0,0
1,1,0
0,0,0
6.5,2,0
0.25,0,0
0.301021,-4.34882E-06,0
0.301021,-4.34882E-06,0
0.00756836,0.0153809,0
0.301021,-4.34882E-06,0
505649,0,0
0.5,1,0
0,0,0
0.99996,0,0
1.25,1,0
0,0,0
7,2,0
1,0,0
0.301021,-4.34882E-06,0
0.301021,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
-1,0,0
0.5,1,0
1,0,0
-0.99996,0,0
1.25,1,0
0,0,0
7,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
0.301021,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
-1,0,0
0.1832,0.2936,0
2.38,0.82,0
-0.0493308,1.32838,0
